timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1510799211669,1000,2,200,OK,线程组 1-1,text,true,,114,0,20,20,22,0,4
1510799211708,999,2,200,OK,线程组 1-2,text,true,,114,0,20,20,42,0,4
1510799211761,1000,2,200,OK,线程组 1-3,text,true,,114,0,20,20,49,0,1
1510799211818,999,2,200,OK,线程组 1-4,text,true,,114,0,20,20,29,0,5
1510799211866,1000,2,200,OK,线程组 1-5,text,true,,114,0,20,20,9,0,2
1510799211914,1000,2,200,OK,线程组 1-6,text,true,,114,0,20,20,17,0,3
1510799211966,1000,2,200,OK,线程组 1-7,text,true,,114,0,20,20,3,0,3
1510799212015,1000,2,200,OK,线程组 1-8,text,true,,114,0,20,20,27,0,2
1510799212066,1000,2,200,OK,线程组 1-9,text,true,,114,0,20,20,25,0,5
1510799212118,1000,2,200,OK,线程组 1-10,text,true,,114,0,20,20,23,0,5
1510799212166,1000,2,200,OK,线程组 1-11,text,true,,114,0,20,20,4,0,2
1510799212213,1000,2,200,OK,线程组 1-12,text,true,,114,0,20,20,10,0,4
1510799212266,999,2,200,OK,线程组 1-13,text,true,,114,0,20,20,33,0,1
1510799212314,1000,2,200,OK,线程组 1-14,text,true,,114,0,20,20,6,0,2
1510799212367,1000,2,200,OK,线程组 1-15,text,true,,114,0,20,20,20,0,1
1510799212414,1000,2,200,OK,线程组 1-16,text,true,,114,0,20,20,27,0,4
1510799212463,1000,2,200,OK,线程组 1-17,text,true,,114,0,20,20,11,0,2
1510799212516,1000,2,200,OK,线程组 1-18,text,true,,114,0,20,20,7,0,5
1510799212567,1000,2,200,OK,线程组 1-19,text,true,,114,0,20,20,26,0,4
1510799212617,999,2,200,OK,线程组 1-20,text,true,,114,0,20,20,17,0,5
1510799212675,1000,2,200,OK,线程组 1-1,text,true,,114,0,20,20,5,0,2
1510799212709,1000,2,200,OK,线程组 1-2,text,true,,114,0,20,20,22,0,1
1510799212762,1000,2,200,OK,线程组 1-3,text,true,,114,0,20,20,28,0,4
1510799212818,1000,2,200,OK,线程组 1-4,text,true,,114,0,20,20,50,0,5
1510799212867,1000,2,200,OK,线程组 1-5,text,true,,114,0,20,20,5,0,2
1510799212915,1000,2,200,OK,线程组 1-6,text,true,,114,0,20,20,46,0,1
1510799212967,1000,2,200,OK,线程组 1-7,text,true,,114,0,20,20,49,0,3
1510799213016,1000,2,200,OK,线程组 1-8,text,true,,114,0,20,20,12,0,3
1510799213068,999,2,200,OK,线程组 1-9,text,true,,114,0,20,20,24,0,3
1510799213119,1000,2,200,OK,线程组 1-10,text,true,,114,0,20,20,28,0,5
1510799213167,1000,2,200,OK,线程组 1-11,text,true,,114,0,20,20,27,0,5
1510799213214,1000,2,200,OK,线程组 1-12,text,true,,114,0,20,20,14,0,3
1510799213266,1000,2,200,OK,线程组 1-13,text,true,,114,0,20,20,47,0,1
1510799213316,1000,2,200,OK,线程组 1-14,text,true,,114,0,20,20,8,0,4
1510799213368,1000,2,200,OK,线程组 1-15,text,true,,114,0,20,20,13,0,2
1510799213415,1000,2,200,OK,线程组 1-16,text,true,,114,0,20,20,50,0,5
1510799213464,1000,2,200,OK,线程组 1-17,text,true,,114,0,20,20,16,0,3
1510799213518,1000,2,200,OK,线程组 1-18,text,true,,114,0,20,20,19,0,4
1510799213568,1000,2,200,OK,线程组 1-19,text,true,,114,0,20,20,45,0,2
1510799213617,1000,2,200,OK,线程组 1-20,text,true,,114,0,20,20,38,0,3
1510799213677,1000,2,200,OK,线程组 1-1,text,true,,114,0,20,20,47,0,4
1510799213710,1000,2,200,OK,线程组 1-2,text,true,,114,0,20,20,41,0,2
1510799213763,1000,2,200,OK,线程组 1-3,text,true,,114,0,20,20,31,0,3
1510799213819,999,2,200,OK,线程组 1-4,text,true,,114,0,20,20,35,0,2
1510799213868,1000,2,200,OK,线程组 1-5,text,true,,114,0,20,20,2,0,2
1510799213916,1000,2,200,OK,线程组 1-6,text,true,,114,0,20,20,35,0,5
1510799213970,1000,2,200,OK,线程组 1-7,text,true,,114,0,20,20,1,0,1
1510799214019,999,2,200,OK,线程组 1-8,text,true,,114,0,20,20,17,0,3
1510799214068,1000,2,200,OK,线程组 1-9,text,true,,114,0,20,20,37,0,4
1510799214120,1000,2,200,OK,线程组 1-10,text,true,,114,0,20,20,28,0,3
1510799214168,1000,2,200,OK,线程组 1-11,text,true,,114,0,20,20,10,0,4
1510799214215,1000,2,200,OK,线程组 1-12,text,true,,114,0,20,20,32,0,3
1510799214268,999,2,200,OK,线程组 1-13,text,true,,114,0,20,20,20,0,5
1510799214317,1000,2,200,OK,线程组 1-14,text,true,,114,0,20,20,42,0,5
1510799214369,1000,2,200,OK,线程组 1-15,text,true,,114,0,20,20,27,0,3
1510799214416,1000,2,200,OK,线程组 1-16,text,true,,114,0,20,20,5,0,5
1510799214465,1000,2,200,OK,线程组 1-17,text,true,,114,0,20,20,12,0,3
1510799214519,1000,2,200,OK,线程组 1-18,text,true,,114,0,20,20,39,0,1
1510799214569,1000,2,200,OK,线程组 1-19,text,true,,114,0,20,20,45,0,1
1510799214618,1000,2,200,OK,线程组 1-20,text,true,,114,0,20,20,50,0,1
1510799214678,1000,2,200,OK,线程组 1-1,text,true,,114,0,20,20,22,0,1
1510799214711,1000,2,200,OK,线程组 1-2,text,true,,114,0,20,20,4,0,5
1510799214764,1000,2,200,OK,线程组 1-3,text,true,,114,0,20,20,37,0,1
1510799214819,1000,2,200,OK,线程组 1-4,text,true,,114,0,20,20,46,0,2
1510799214869,1000,2,200,OK,线程组 1-5,text,true,,114,0,20,20,15,0,3
1510799214917,1000,2,200,OK,线程组 1-6,text,true,,114,0,20,20,10,0,3
1510799214971,1000,2,200,OK,线程组 1-7,text,true,,114,0,20,20,23,0,3
1510799215019,1000,2,200,OK,线程组 1-8,text,true,,114,0,20,20,10,0,5
1510799215069,1000,2,200,OK,线程组 1-9,text,true,,114,0,20,20,14,0,1
1510799215121,1000,2,200,OK,线程组 1-10,text,true,,114,0,20,20,39,0,1
1510799215169,1000,2,200,OK,线程组 1-11,text,true,,114,0,20,20,1,0,1
1510799215216,1000,2,200,OK,线程组 1-12,text,true,,114,0,20,20,3,0,4
1510799215269,1000,2,200,OK,线程组 1-13,text,true,,114,0,20,20,34,0,1
1510799215318,1000,2,200,OK,线程组 1-14,text,true,,114,0,20,20,15,0,3
1510799215370,1000,2,200,OK,线程组 1-15,text,true,,114,0,20,20,15,0,5
1510799215417,1000,2,200,OK,线程组 1-16,text,true,,114,0,20,20,31,0,1
1510799215466,1000,2,200,OK,线程组 1-17,text,true,,114,0,20,20,27,0,4
1510799215520,1000,2,200,OK,线程组 1-18,text,true,,114,0,20,20,11,0,2
1510799215570,1000,2,200,OK,线程组 1-19,text,true,,114,0,20,20,4,0,2
1510799215619,1000,2,200,OK,线程组 1-20,text,true,,114,0,20,20,29,0,2
1510799215679,1000,2,200,OK,线程组 1-1,text,true,,114,0,20,20,7,0,3
1510799215712,1000,2,200,OK,线程组 1-2,text,true,,114,0,20,20,47,0,3
1510799215766,1000,2,200,OK,线程组 1-3,text,true,,114,0,20,20,33,0,2
1510799215820,1000,2,200,OK,线程组 1-4,text,true,,114,0,20,20,27,0,4
1510799215870,1000,2,200,OK,线程组 1-5,text,true,,114,0,20,20,8,0,4
1510799215918,1000,2,200,OK,线程组 1-6,text,true,,114,0,20,20,45,0,5
1510799215972,1000,2,200,OK,线程组 1-7,text,true,,114,0,20,20,14,0,3
1510799216020,1000,2,200,OK,线程组 1-8,text,true,,114,0,20,20,20,0,1
1510799216070,1000,2,200,OK,线程组 1-9,text,true,,114,0,20,20,37,0,3
1510799216122,1000,2,200,OK,线程组 1-10,text,true,,114,0,20,20,36,0,1
1510799216170,1000,2,200,OK,线程组 1-11,text,true,,114,0,20,20,33,0,5
1510799216218,1000,2,200,OK,线程组 1-12,text,true,,114,0,20,20,5,0,3
1510799216270,1000,2,200,OK,线程组 1-13,text,true,,114,0,20,20,35,0,3
1510799216319,1000,2,200,OK,线程组 1-14,text,true,,114,0,20,20,9,0,1
1510799216371,1000,2,200,OK,线程组 1-15,text,true,,114,0,20,20,9,0,4
1510799216418,1000,2,200,OK,线程组 1-16,text,true,,114,0,20,20,8,0,1
1510799216467,1000,2,200,OK,线程组 1-17,text,true,,114,0,20,20,11,0,1
1510799216521,1000,2,200,OK,线程组 1-18,text,true,,114,0,20,20,32,0,3
1510799216571,1000,2,200,OK,线程组 1-19,text,true,,114,0,20,20,42,0,1
1510799216620,1000,2,200,OK,线程组 1-20,text,true,,114,0,20,20,23,0,4
1510799216680,1000,2,200,OK,线程组 1-1,text,true,,114,0,20,20,42,0,5
1510799216713,1000,2,200,OK,线程组 1-2,text,true,,114,0,20,20,20,0,1
1510799216767,1000,2,200,OK,线程组 1-3,text,true,,114,0,20,20,3,0,2
1510799216821,1000,2,200,OK,线程组 1-4,text,true,,114,0,20,20,12,0,2
1510799216871,1000,2,200,OK,线程组 1-5,text,true,,114,0,20,20,1,0,5
1510799216920,1000,2,200,OK,线程组 1-6,text,true,,114,0,20,20,49,0,1
1510799216973,1000,2,200,OK,线程组 1-7,text,true,,114,0,20,20,2,0,4
1510799217021,1000,2,200,OK,线程组 1-8,text,true,,114,0,20,20,48,0,4
1510799217071,1000,2,200,OK,线程组 1-9,text,true,,114,0,20,20,21,0,2
1510799217124,1000,2,200,OK,线程组 1-10,text,true,,114,0,20,20,50,0,4
1510799217171,999,2,200,OK,线程组 1-11,text,true,,114,0,20,20,33,0,5
1510799217219,1000,2,200,OK,线程组 1-12,text,true,,114,0,20,20,25,0,4
1510799217271,1000,2,200,OK,线程组 1-13,text,true,,114,0,20,20,2,0,1
1510799217320,1000,2,200,OK,线程组 1-14,text,true,,114,0,20,20,21,0,1
1510799217372,1000,2,200,OK,线程组 1-15,text,true,,114,0,20,20,32,0,5
